"gene_name"	"module"	"color"	"kME_grey"	"kME_allcells_allgenes_ND_25neighbors-M1"	"kME_allcells_allgenes_ND_25neighbors-M2"	"kME_allcells_allgenes_ND_25neighbors-M3"	"kME_allcells_allgenes_ND_25neighbors-M4"	"kME_allcells_allgenes_ND_25neighbors-M5"	"kME_allcells_allgenes_ND_25neighbors-M6"	"kME_allcells_allgenes_ND_25neighbors-M7"	"kME_allcells_allgenes_ND_25neighbors-M8"	"kME_allcells_allgenes_ND_25neighbors-M9"	"kME_allcells_allgenes_ND_25neighbors-M10"	"kME_allcells_allgenes_ND_25neighbors-M11"
"ZNF846"	"ZNF846"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0268001258991072	-0.11891257397399	-0.166285343358119	-0.0859378863724465	-0.0256351970876087	-0.118981755410629	0.211400427425788	0.103501740510275	-0.0402514318024793	0.0460222898385426	-0.0229347689576626	0.0160855132042196
"FBXL12"	"FBXL12"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.029219778264753	-0.0457369645132718	-0.0602544246327907	-0.041603441091157	-0.0472221991994956	-0.0737953826320546	0.0834877586876748	0.0547297197990865	0.00414217051633212	0.029424427306824	0.0185106692750262	0.0374683078516989
"PIN1"	"PIN1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00424402677134608	-0.0875958259394812	-0.10298025069559	-0.0394963881891733	0.0285098215292593	-0.0442683158466568	0.113268165088003	0.0121625572033548	-0.0676150077715632	-0.00610267359403087	-0.0547458689636764	-0.0555567693896403
"OLFM2"	"OLFM2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0691949011402266	-0.197583085190443	-0.237876136225282	-0.0306007348706887	0.0705137062160102	-0.108464744289732	0.254571871621614	-0.013187138042338	-0.19193294024934	0.0861370891880011	-0.0570635529505156	-0.0890263623634099
"DNMT1"	"DNMT1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0456022621135293	-0.142411462639261	-0.175682756069165	-0.106272384065245	-0.0388962921159534	-0.141419906425338	0.197885529151242	0.0848896401823963	-0.0504371623301849	0.0282211667157156	-0.032360507953281	0.00524399144348012
"MRPL4"	"MRPL4"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00881325614340384	-0.0687421021338318	-0.0828523358328522	-0.046684807205988	0.00837031327461388	-0.051850577556145	0.102360742633229	0.0281688534860533	-0.0402533597878053	0.00423182184741235	-0.0325677716809745	-0.0165917164242848
"FDX2"	"FDX2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0192988017412299	-0.0436257980357615	-0.0532568450895307	-0.0417014901600367	-0.0232388767933309	-0.0501546610302847	0.0636839855289502	0.0488734541352241	-0.00293500630145778	0.00475167209021633	-0.0124141675767804	0.0113686172857673
"RAVER1"	"RAVER1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0144304299449521	-0.0963387110680907	-0.108703474843284	-0.082203609799765	-0.0219915486185834	-0.0907523452169963	0.128977144571747	0.0589573515981229	-0.0279641830946809	-0.00267367677781842	-0.0408798207748515	-0.00993883176365393
"TYK2"	"TYK2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0163261685892376	-0.181988498586419	-0.200332213747482	-0.121138561766091	-0.00592907043514766	-0.132255974323052	0.214646837598172	0.0597190321704859	-0.0914233245195045	-0.0173812485426426	-0.0872634394531862	-0.0517084983349521
"CDC37"	"CDC37"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.021855224590136	-0.0975862084674217	-0.106457929913858	-0.0724660238897595	-0.0225682814000619	-0.0855799332973991	0.113222755244225	0.0349285182530188	-0.0395808052193437	-0.010460699662589	-0.0447081446599569	-0.0172844076114628
"KEAP1"	"KEAP1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0230070886351224	-0.0983648479615289	-0.111018354773421	-0.062276160651258	-0.00889936980787656	-0.07820826046386	0.123542371940597	0.0524846419161551	-0.0483167440714435	0.0133167088883526	-0.0349487882836583	-0.0149402066523846
"ATG4D"	"ATG4D"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00300227643291137	-0.116348512620985	-0.127779170485114	-0.0683471144498255	0.0110818987883276	-0.0707109211284081	0.143311826144751	0.033580679619379	-0.0714126719343256	-0.00492325736959079	-0.0577521408029954	-0.0421612603955586
"KRI1"	"KRI1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.027938586313307	-0.109570722072316	-0.126924620862918	-0.0818794427516661	-0.0246784455111898	-0.10339105886891	0.137837830845694	0.0438493399823932	-0.0525968021562903	0.00218982454048371	-0.0407411288644629	-0.0196262519046404
"AP1M2"	"AP1M2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00174389963598421	-0.125331973558978	-0.142035384385877	-0.0842506651772372	-0.00279907167083553	-0.0882267155144574	0.147808168129062	0.0400644117966046	-0.069579948871586	-0.00595022673479946	-0.0562280167436094	-0.0355443703552398
"SLC44A2"	"SLC44A2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0183761462236597	-0.172488046039685	-0.195215244698689	-0.0702941801196228	0.0168749254824229	-0.111568634194227	0.204622771512478	-0.00659026202719588	-0.147707911210513	0.0162695432547386	-0.0610618381815019	-0.0784064677877618
"ILF3"	"ILF3"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00193671669644438	-0.185424385832297	-0.23451407360233	-0.142717329750682	-0.0374643410452935	-0.161100299879487	0.256926368944061	0.0776252130953352	-0.0999096164272853	0.00269165702782527	-0.0650730497868909	-0.0371768528718102
"QTRT1"	"QTRT1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.029233529060695	-0.0888725252100269	-0.105209267969037	-0.0538100539686555	-0.0125336433323253	-0.0787063972617526	0.115899043025026	0.0294751170592998	-0.0583781064862534	0.0177187503277823	-0.0264579789706623	-0.0178115485778933
"DNM2"	"DNM2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00828326066975901	-0.266429164716582	-0.33745393439139	-0.204471800421528	-0.0145975750114451	-0.217264630109049	0.378678077363509	0.136758478460099	-0.144765179309207	0.0064077600421439	-0.116991566152833	-0.0620197510614671
"CARM1"	"CARM1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0227128346571093	-0.167648083614998	-0.204396221557314	-0.0966268821619388	-0.00293323327532422	-0.126855891044615	0.224857697327451	0.0569924479287937	-0.107878369261528	0.0340049716721001	-0.0589228646730386	-0.0417847254892885
"YIPF2"	"YIPF2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0130256556935655	-0.0578158429151412	-0.0675551346354955	-0.0308643739703414	-0.0063811323367333	-0.0496267116327704	0.0898601452984307	0.0258912352855335	-0.0321161156746265	0.0263014821589755	-0.00262997275446561	0.00165174294506187
"SMARCA4"	"SMARCA4"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00400903176449903	-0.254438993018855	-0.354592347402369	-0.125725451877905	0.0282830778219685	-0.179311509496687	0.40298057662469	0.122778811204485	-0.1299961911382	0.0782816440052233	-0.0281058407983741	-0.0566572906174153
"LDLR"	"LDLR"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0917049392737478	-0.316119053519849	-0.35891454375278	-0.177817570197081	-0.0176635349839935	-0.243613158568923	0.372828961036803	0.0937887303716705	-0.18015752832344	0.0112748291796959	-0.122365890085048	-0.072976293875589
"KANK2"	"KANK2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0232559104918496	-0.121234465713373	-0.150530706008187	-0.0831540320768125	-0.0328758097179137	-0.112470222455998	0.173705028434964	0.0755664630728349	-0.0651889169773757	0.0512604108375267	-0.0176955382688172	0.00493475205763934
"DOCK6"	"DOCK6"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0549367467770193	-0.231209588635872	-0.28451145298751	-0.194136714300964	-0.0923731663964933	-0.241307750510338	0.336382036302167	0.200340869337392	-0.0620657399872027	0.0706089218886524	-0.0414419120735482	0.039463535585794
"RAB3D"	"RAB3D"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0430293942175283	-0.151420760661453	-0.174072340046946	-0.0908053878738481	-0.0290826983796631	-0.129132553215353	0.188243779021962	0.0617193444615518	-0.0836363932304753	0.0478767131745706	-0.0332061543806019	-0.0130829817603892
"TMEM205"	"TMEM205"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0129166036014587	-0.0282086263240539	-0.019262766782792	-0.00272750522773037	0.0253029303426264	0.00318600154166384	0.0307584496470832	-0.0213239198738043	-0.03014927481601	-0.0178522264275193	-0.0306763009502072	-0.0331382962355341
"PLPPR2"	"PLPPR2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0048457579206349	-0.0508107091918479	-0.066694466543048	-0.0304388806158883	0.0123203632260344	-0.0289094508182261	0.0870779501381519	0.0171139718444723	-0.0329300126423503	-0.000733616735063594	-0.0299192399926972	-0.0225570433857034
"EPOR"	"EPOR"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0306552218700482	-0.136926410639044	-0.177023072959091	-0.101636157686874	-0.0650532238486982	-0.151378374260231	0.218559339538158	0.0878745546046096	-0.0505645339130154	0.0595864756834997	0.0069006864169977	0.0359865836277727
"RGL3"	"RGL3"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0314820042412139	-0.369843187067494	-0.464293620040732	-0.270464153660634	-0.0859842278083763	-0.327488278797927	0.509195412436828	0.240988601059249	-0.115176475083533	0.0898893969324411	-0.0351768250039709	-0.00196801145606941
"PRKCSH"	"PRKCSH"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00836293160809672	-0.139152605753547	-0.149585649459631	-0.0731958741446739	0.0152370695865602	-0.082405254298967	0.153156193529118	0.00390230584772021	-0.104582993069484	-0.010757053812213	-0.0718783664348469	-0.0677257695016951
"ELAVL3"	"ELAVL3"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.214666611378598	-0.181322842820808	-0.232667150483976	0.0539988110330889	0.000378768884516593	-0.1678585061087	0.253850698589198	0.000384377246785711	-0.15207860505262	0.218931585646527	0.0643601047696187	0.00422546522577102
"ZNF653"	"ZNF653"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00247145060820416	-0.08829143692139	-0.0970540115304996	-0.0660206534539129	-0.00955336682331055	-0.0636887747431076	0.104690722281155	0.0431795408479794	-0.0304833437287881	-0.0174255032756645	-0.0458436019908306	-0.021411869886132
"ECSIT"	"ECSIT"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00388096544473334	-0.0987507983902921	-0.118992002009055	-0.0809312508307873	-0.035161686831967	-0.0955363507779173	0.128620811301317	0.0564663015754651	-0.0324129080093043	-0.00687692052766204	-0.0403649023112949	-0.00565371429058502
"ZNF627"	"ZNF627"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00817054248979211	-0.0242013393757837	-0.0436384264036667	-0.0267014387158725	-0.0150665655821706	-0.0428270220089798	0.0681751651472237	0.0460993362529214	0.00309548891581481	0.00994454028073347	0.00490759001961128	0.0173357267283233
"ZNF823"	"ZNF823"	"grey"	"grey"	0.0158401886626152	-0.00607612236858031	-0.0173007426977902	-0.00988716208920922	0.0254308807803094	0.00798929414624643	0.039801832345021	0.0230771834769572	-0.00248097026635649	-0.00536798184859911	-0.0218873375562945	-0.0100543732741052
"ZNF441"	"ZNF441"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0148813086987536	-0.0308451569426166	-0.0471718668299646	-0.0399084167507158	-0.00844382801438364	-0.0302726094941707	0.068410116315286	0.0475463657398447	0.00337781096979844	0.000561237405033126	-0.0181231151711398	0.00854077698378588
"ZNF491"	"ZNF491"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.000399014913767012	-0.00991418597177915	-0.0402790555758458	-0.00409099280484165	0.0165090420664465	-0.0159850780736054	0.0611318118151874	0.0118196207176299	-0.0265145783775703	0.0208214188436042	-0.00197164316111176	-0.00366576984945072
"ZNF440"	"ZNF440"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00714200700813875	-0.0418421012574757	-0.0480186395167466	-0.0406796913681666	-0.00670212341585933	-0.0312082420475415	0.055721579641577	0.0128584229634096	-0.0169265617213764	-0.026042211965612	-0.0285927365981696	-0.0183411173924929
"ZNF69"	"ZNF69"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0174160808636707	-0.125271891476545	-0.167456691802042	-0.0528312622802352	0.0272477001147045	-0.0834668963527536	0.201368066636616	0.0437095485413857	-0.0900883233771959	0.0406099662862364	-0.0513175533214332	-0.0404164321018452
"ZNF700"	"ZNF700"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00626702119247852	-0.0399641129699348	-0.0508217677206448	-0.0931816531581332	-0.0523827929426777	-0.067119239719929	0.0762831333545904	0.103696247769756	0.0406497452756109	-0.0142460793944829	-0.0190937748399969	0.0398547971825973
"ZNF763"	"ZNF763"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00753721853783685	-0.0239435358743346	-0.0363190569339059	-0.032474265152272	0.0143960675914012	-0.0146334686027605	0.0548911724189061	0.0321921012889334	-0.00907179037899614	-0.0109187444620455	-0.02853604063551	-0.0113440874695997
"ZNF433-AS1"	"ZNF433-AS1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0375053042123292	-0.000494701113640255	-0.0204534087530655	-0.00192138691901951	0.0345518713645185	0.0187387508429519	0.0271493994399119	-0.0147061612476506	-0.0318815046042324	-0.0161963024917851	-0.0212029274326689	-0.0330630642868757
"ZNF433"	"ZNF433"	"grey"	"grey"	0.0220182429208791	-0.0110629008050543	-0.00857475836061936	-0.0171916306432131	0.00908429127690731	0.00283446435157209	0.0123285557809794	0.00434847608223329	0.0040963377606187	-0.0212055714466444	-0.0204285004117446	-0.0134174480638214
"ZNF844"	"ZNF844"	"grey"	"grey"	0.0323894555196562	-0.0329709027000326	-0.0336293713849	-0.0457812071782957	0.007969216587062	-0.00928595283263071	0.0400921781641522	0.021959919714573	-0.0125310599156494	-0.0370626749555036	-0.0371468998973159	-0.0242645958494798
"ZNF625"	"ZNF625"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00662097484184707	-0.040669729009812	-0.066071815496316	-0.0408270519356735	0.00858037365947922	-0.0372236541163608	0.0936588045881344	0.0459992146670644	-0.0215820734371654	0.00767298878110551	-0.0218395367816361	-0.00523955058262069
"ZNF136"	"ZNF136"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0153269980033398	-0.0286007906865828	-0.0396672543874131	-0.0345880937313096	0.00711900543994785	-0.0197696130839292	0.0560187140676152	0.0231779288316354	-0.0139285222303233	-0.0131612815850396	-0.0279870912446702	-0.0151480347165683
"ZNF44"	"ZNF44"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0487410693146625	-0.0470150347429093	-0.0850395960219129	-0.0664831802515213	0.0359807452440418	-0.0199120919996772	0.134580456825951	0.0564860638975666	-0.0294879921767175	-0.037255846586802	-0.0754788161153374	-0.042991520754741
"ZNF443"	"ZNF443"	"grey"	"grey"	0.0164986974252133	0.00494912667610937	-0.0132124426994899	0.00959609108477341	0.0368585097360972	0.0196458934821053	0.026854572673743	-0.00718187379382326	-0.0293619964333136	-0.00498687436037617	-0.0201301441699129	-0.0305234683780874
"ZNF709"	"ZNF709"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0291049651324791	-0.023325206249209	-0.0400456892341261	-0.00351319988167082	0.0504302022097734	0.0130571389745407	0.063623597402691	0.00256311176422513	-0.0391223246437316	-0.0181252722606408	-0.0476079474646321	-0.0477515210425914
"ZNF564"	"ZNF564"	"grey"	"grey"	0.0148848387543669	0.0168586924905683	0.0108724130250306	-0.00930926039527005	0.00697225979109406	0.00714979902074625	0.0104756269535799	0.0154420423350359	0.0176744943199345	-0.0117223892116059	-0.011116944901411	0.00213166158995219
"ZNF490"	"ZNF490"	"grey"	"grey"	0.00444060491874652	0.0158870110402983	0.00871649313110167	0.0110257952470512	0.00162304025656013	0.00232606411786272	0.00295097086111585	-0.00393038650280028	0.000604738731971627	0.0207351991968534	0.0172838710603989	0.0107255772319913
"ZNF791"	"ZNF791"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0244174097314517	-0.0612326076215024	-0.0910556280990776	-0.0523006405985648	-0.0279767714765579	-0.0766682823176598	0.112223692655462	0.0647399520528969	-0.0146092684007898	0.0311291509284479	0.000479511551460579	0.021756491775935
"MAN2B1"	"MAN2B1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00874271750265838	-0.112683018178438	-0.130970038382267	-0.0626195856450437	0.0214117362462112	-0.0663704657003798	0.140931583159711	0.0266241523581504	-0.073284148297889	-0.00309727019951356	-0.0635939895273331	-0.0520084253659822
"WDR83"	"WDR83"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00991028840492436	-0.0492330878003496	-0.0533887762158328	-0.0220644132808717	0.0045605778487269	-0.0321451302491526	0.0504656025959439	0.00833355696238887	-0.0311942142140451	0.0047027515253716	-0.0247136995813742	-0.0182641542185537
"TNPO2"	"TNPO2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0067072076270983	-0.163962697222132	-0.21508589782768	-0.130638129122772	-0.0228160862000179	-0.143084193659263	0.246572719614089	0.0927019602685305	-0.0817187067129842	0.00841742079669867	-0.0620256113598512	-0.0179451599108229
"TRIR"	"TRIR"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0114546281542675	-0.0392007352713553	-0.0506515192997453	-0.0312109861403037	-0.0100428046416608	-0.0337216792513254	0.0645499536846883	0.0319218069390497	-0.0102927166043427	0.0171555569444104	-0.00756161602841933	0.00633693994875834
"HOOK2"	"HOOK2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0266978466223394	-0.133419298784485	-0.166906723649897	-0.11420388460749	-0.0560425321844583	-0.139638370449066	0.216169814048988	0.118951964684256	-0.0198612545127873	0.0335351498615829	-0.0207176059460746	0.0304494470756276
"JUNB"	"JUNB"	"allcells_allgenes_ND_25neighbors-M8"	"black"	0.188907755961747	0.0399103973455421	0.0940342517289641	0.036941103021147	0.212884092559829	0.233636736040841	-0.100080523296086	-0.127172879823982	-0.0651174142565715	-0.156371300827684	-0.17317161210336	-0.193334253507298
"PRDX2"	"PRDX2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0305631840881144	-0.047646442384385	-0.0404181681003559	-0.00249208803089854	0.0602545718913848	0.0192975164727508	0.0351888243751192	-0.0473696520916921	-0.0680580342635661	-0.0211923527038918	-0.0554693294480221	-0.0682854024751726
"MAST1"	"MAST1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0394935707784386	-0.191885493974043	-0.253818167723195	-0.0466439522295001	0.0241130239541558	-0.138554912807485	0.289775221102442	0.0159476299557687	-0.171680889727517	0.0900110574156175	-0.0321148930869333	-0.0561258649104937
"GCDH"	"GCDH"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0227953092519031	-0.0583584074775418	-0.0765982842273842	-0.0631582296667892	-0.0140789503554098	-0.0469737755481504	0.0940981779204666	0.0307819490249209	-0.0279064184999694	-0.0178353901503775	-0.0384640087394038	-0.0208590112050352
"FARSA"	"FARSA"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.000605781976898511	-0.0426249427005521	-0.0588357569706553	-0.0330450234121983	0.00270400454969866	-0.0351115952332371	0.0743408886971698	0.0257682964996306	-0.0250265706691118	0.00169669700571786	-0.0188836751692222	-0.00807771142477905
"CALR"	"CALR"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0118779754219364	-0.0800213873669561	-0.0811405783660812	-0.0438831664955323	0.0240371620129945	-0.0321287256835306	0.0893746865181541	0.00765426846352759	-0.0590800799473973	-0.0186068017213755	-0.0547740606984704	-0.0422396323587907
"RAD23A"	"RAD23A"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00353128328442809	-0.0507531547728109	-0.0683431313538607	-0.0484204653117213	-0.0092026158267997	-0.049081129064131	0.0854193055368569	0.0267444045531295	-0.0218194157980184	-0.000997764039508426	-0.017227702060451	-0.00862440288007936
"NACC1"	"NACC1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00352941516802425	-0.070970418174226	-0.0892642665704446	-0.0606177263710402	-0.00599374459163488	-0.0573646902750247	0.104859334301423	0.0544637666446359	-0.0257692947162843	-0.0140420346837194	-0.0396621303728054	-0.0174725417117422
"IER2"	"IER2"	"allcells_allgenes_ND_25neighbors-M8"	"black"	0.164812349607789	0.00735570021079147	0.0235439909514541	-0.0529195882668197	0.043759957645879	0.0727885308379912	-0.0238485231542212	-0.0370856544150794	-0.0172241311166989	-0.118985952301423	-0.0927302242057505	-0.092853290356455
"CACNA1A"	"CACNA1A"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.13558586226687	-0.310757222410907	-0.432881000890029	-0.20050895390929	-0.0873949106652001	-0.35559723072695	0.524662261662858	0.220123878044179	-0.176164277463588	0.172783078777556	-0.0425605159452279	0.0441999216967826
"CCDC130"	"CCDC130"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0190641342364693	-0.110560577611005	-0.135607702279706	-0.0754851648403213	-0.0226588729919027	-0.0996632184025587	0.164838939644946	0.0522974277991782	-0.0461088397005523	0.00259327331588869	-0.0316286931408949	-0.00772001411488904
"MRI1"	"MRI1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0055294960122447	-0.105860185237702	-0.118422580122067	-0.0754114992148109	-0.0235991939838122	-0.081958152795311	0.131104362512114	0.0510417224047891	-0.0482644576787805	-0.00387335764588455	-0.0388178272529142	-0.0155185835119402
"ZSWIM4"	"ZSWIM4"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00288905689357496	-0.078091785123719	-0.0942371947106128	-0.0490754872163781	-0.00636939585941681	-0.0573943305653356	0.0979115309072024	0.0105408834060586	-0.0455289107157844	-0.00958596350541436	-0.0322975154408642	-0.0261161159897406
"CC2D1A"	"CC2D1A"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00923998339675054	-0.168200382558632	-0.213604540540803	-0.11555162388441	-0.0151281651557811	-0.137708088319412	0.243375999002325	0.0812618185328338	-0.0924934503641807	0.0159324278681761	-0.0652047977936945	-0.0361588705503624
"DCAF15"	"DCAF15"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00966460783873361	-0.079450882164123	-0.088774834426276	-0.0560231871277804	-0.00318575912489544	-0.0552823184497411	0.0934117565822082	0.0226962134506174	-0.0401139735919163	-0.0139281138017117	-0.0445972810168453	-0.0251377938448124
"RFX1"	"RFX1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0234801860568664	-0.146839711847185	-0.178813660715601	-0.106150826531713	-0.0376763256374771	-0.131122424115341	0.20403654803387	0.0740959712420857	-0.0671709653762184	0.0245040088224656	-0.0415198249761838	-0.0123110834322506
"PRKACA"	"PRKACA"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00282269227067185	-0.107978028731428	-0.145211659810313	-0.0867273605335006	0.00717397290858951	-0.0848296428836647	0.175406343602266	0.0704783564395487	-0.0521025938628302	-0.00948977661116806	-0.058790498266743	-0.0279696923232236
"ADGRL1"	"ADGRL1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0191234694680422	-0.262531127579521	-0.318097900117906	-0.170112115810904	-0.0015710644122852	-0.199880090129906	0.362413590239978	0.094393284473868	-0.158515991764842	0.00297961018143385	-0.122458245729045	-0.0789766240474143
"PKN1"	"PKN1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0201276384865821	-0.0698555608792327	-0.109183838210414	-0.0647382740382746	-0.0124307626227244	-0.0641709564865093	0.136299704981237	0.0579355716471259	-0.0322866821620979	0.00329567123659603	-0.0328960469016585	-0.0104393063184196
"GIPC1"	"GIPC1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0144938745734557	-0.208712774115637	-0.225517669180727	-0.124482224183197	0.0272176136311824	-0.115300636081884	0.230432375941129	0.0355971195962057	-0.137475663005847	-0.0335486317054324	-0.125759831830111	-0.100388880675969
"TECR"	"TECR"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00337148209676578	-0.101917385464328	-0.0988834792824526	-0.0576259400245647	0.0156979517050642	-0.0482815311447076	0.0982685321227989	-0.00238742743388296	-0.0803365357451167	-0.0166664044662037	-0.0622684051470545	-0.0563517394784586
"ZNF333"	"ZNF333"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0220522658875514	-0.0134806217051291	-0.0415147293145873	-0.0137958130219435	-0.0235092069742452	-0.0442048954524473	0.0565004493179442	0.0389570028386126	0.0102976308312422	0.0319343318323094	0.0196431391160473	0.0304802596128533
"EPHX3"	"EPHX3"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00173356184379761	-0.0623125049060119	-0.0757374382233093	-0.0514173122219449	-0.0172672066295284	-0.0555920010538207	0.0887160031736466	0.039560114873443	-0.0189327025130124	-0.0024135659338945	-0.0288834980428823	-0.00880688762035156
"BRD4"	"BRD4"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0101735520983622	-0.0619783421148341	-0.134096171811678	-0.0744407504547114	-0.0188736205946956	-0.0880975974793912	0.200109635474479	0.131354534357867	0.00145394941729702	0.0290983044619213	-0.012081205296243	0.027217618481907
"AKAP8"	"AKAP8"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0222887906279783	-0.128993090670308	-0.164987288504693	-0.0912482178975281	-0.0183071534423308	-0.10732109499256	0.195109492043343	0.0832271771836837	-0.0556407539677255	0.0238715922541519	-0.0410859424225168	-0.0040601952997996
"AKAP8L"	"AKAP8L"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0354211753135782	-0.184946589676052	-0.288362842332033	-0.122114451026629	0.00851939057775865	-0.140285652542657	0.336409779233403	0.155171437653336	-0.046059984039808	0.0781334654783548	0.0239355163380212	-0.0131866103840153
"WIZ"	"WIZ"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0133456386234233	-0.0875268250607017	-0.101092437470611	-0.0464522887748708	-0.00480060465467606	-0.069537953949848	0.114241116479911	0.0307574780250339	-0.0535168382792911	0.0137786879482279	-0.0271765100069812	-0.0177457583260233
"TPM4"	"TPM4"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0311910770844325	-0.103768949320272	-0.131179321161698	-0.0209598706172816	0.0420577104981863	-0.0568269010933819	0.146255822298848	0.0222612076694849	-0.0804820215302918	0.0294391410963429	-0.0474415905484523	-0.0466912751498747
"AP1M1"	"AP1M1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00982471438124585	-0.0570799932524534	-0.0948112617281666	-0.0304009802968819	0.0129982892242307	-0.0512644731336766	0.130949176019852	0.037308303708817	-0.043233413815106	0.0333476644132971	-0.0139064076211812	-0.00900910896657509
"EPS15L1"	"EPS15L1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00254721755618358	-0.0816661968866323	-0.146706096056441	-0.0565834812388326	0.00984593703596061	-0.0855492606975708	0.19877602990911	0.0824691711599857	-0.0525479592623878	0.0419091270429176	-0.0205044278273415	-0.00846982147763344
